action_code;action_name;category;duration_min;cost
X688719;ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΣΤΟ ΠΕΟΣ ΓΙΑ ΕΠΙΣΠΑΔΙΑ ΒΑΛΑΝΙΚΟΥ ΤΥΠΟΥ ΠΕΡΙΦΕΡΙΚΑ ΤΟΥ ΕΞΩΤΕΡΙΚΟΥ ΣΦΙΓΚΤΗΡΑ·;Surgical;96;1230.1
X688729;ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΣΤΟ ΠΕΟΣ ΓΙΑ ΕΠΙΣΠΑΔΙΑ ΒΑΛΑΝΙΚΟΥ ΤΥΠΟΥ ΠΕΡΙΦΕΡΙΚΑ ΤΟΥ ΕΞΩΤΕΡΙΚΟΥ ΣΦΙΓΚΤΗΡΑ· ΜΕ ΑΚΡΑΤΙΑ;Surgical;236;613.24
X688739;ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΣΤΟ ΠΕΟΣ ΓΙΑ ΕΠΙΣΠΑΔΙΑ ΒΑΛΑΝΙΚΟΥ ΠΕΡΙΦΕΡΙΚΑ ΤΟΥ ΕΞΩΤΕΡΙΚΟΥ ΣΦΙΓΚΤΗΡΑ· ΜΕ ΕΚΣΤΡΟΦΗ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ;Surgical;95;719.45
X688759;ΕΙΣΑΓΩΓΗ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ· ΜΗ-ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΗΜΙΣΚΛΗΡΟΥ);Surgical;201;675.08
X688761;ΕΙΣΑΓΩΓΗ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ· ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΑΥΤΟΝΟΜΟΥ);Surgical;117;1265.41
X688769;"ΕΙΣΑΓΩΓΗ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ, ΔΙΑΤΕΙΝΟΜΕΝΟΥ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΟΠΟΘΕΤΗΣΗ ΑΝΤΛΙΑΣ, ΔΕΞΑΜΕΝΗΣ ΚΑΙ ""ΜΑΝΙΚΙΟΥ"" (CUFF)";Surgical;141;1202.44
X688771;ΑΦΑΙΡΕΣΗ ΟΛΩΝ ΤΩΝ ΣΤΟΙΧΕΙΩΝ ΤΟΥ ΔΙΑΤΕΙΝΟΜΕΝΟΥ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ ΧΩΡΙΣ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ;Surgical;153;1869.47
X688775;ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΩΝ ΣΤΟΙΧΕΙΩΝ ΤΟΥ ΔΙΑΤΕΙΝΟΜΕΝΟΥ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΟΥ ΣΤΟΙΧΕΙΟΥ;Surgical;83;1814.9
X688779;ΑΦΑΙΡΕΣΗ ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΟΛΩΝ ΤΩΝ ΣΤΟΙΧΕΙΩΝ ΕΝΟΣ ΔΙΑΤΕΙΝΟΜΕΝΟΥ ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΙΔΙΑΣ ΕΠΕΜΒΑΣΗΣ;Surgical;154;577.48
X688781;ΑΦΑΙΡΕΣΗ ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΟΛΩΝ ΤΩΝ ΣΤΟΙΧΕΙΩΝ ΕΝΟΣ ΔΙΑΤΕΙΝΟΜΕΝΟΥ  ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΙΔΙΑΣ ΕΠΕΜΒΑΣΗΣ· ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΑΤΑΙΟΝΗΣΗ ΚΑΙ ΧΕΙΡΟΥΡΓΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΟΥ ΜΟΛΥΣΜΕΝΟΥ ΙΣΤΟΥ;Surgical;62;555.9
X688789;ΑΦΑΙΡΕΣΗ ΜΗ-ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΗΜΙΣΚΛΗΡΟΥ) Η ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΑΥΤΟΝΟΜΟΥ) ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΧΩΡΙΣ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ;Surgical;146;802.77
X688791;ΑΦΑΙΡΕΣΗ ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΗ-ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΗΜΙΣΚΛΗΡΟΥ) Η ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΑΥΤΟΝΟΜΟΥ) ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΙΔΙΑΣ ΕΠΕΜΒΑΣΗΣ;Surgical;70;880.23
X688793;ΑΦΑΙΡΕΣΗ ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΗ-ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΗΜΙΣΚΛΗΡΟΥ) Η ΔΙΑΤΕΙΝΟΜΕΝΟΥ (ΑΥΤΟΝΟΜΟΥ) ΠΕΪΚΟΥ ΕΜΦΥΤΕΥΜΑΤΟΣ ΠΟΛΛΑΠΛΩΝ ΣΤΟΙΧΕΙΩΝ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΙΔΙΑΣ ΕΠΕΜΒΑΣΗΣ· ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΑΤΑΙΟΝΗΣΗ ΚΑΙ ΧΕΙΡΟΥΡΓΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΟΥ ΜΟΛΥΣΜΕΝΟΥ ΙΣΤΟΥ;Surgical;123;1319.66
X688799;ΠΑΡΑΚΑΜΨΗ ΣΗΡΑΓΓΩΔΗ ΣΩΜΑΤΑ-ΣΑΦΗΝΗΣ ΦΛΕΒΑ (ΕΠΕΜΒΑΣΗ ΠΡΙΑΠΙΣΜΟΥ) ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;227;1982.85
X688819;ΠΑΡΑΚΑΜΨΗ ΣΗΡΑΓΓΩΔΗ ΣΩΜΑΤΑ- ΣΠΟΓΓΩΔΕΣ ΣΩΜΑ (ΕΠΕΜΒΑΣΗ ΠΡΙΑΠΙΣΜΟΥ), ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;172;731.55
X688829;ΣΗΡΙΓΓΟΠΟΙΗΣΗ ΣΗΡΑΓΓΩΔΗ ΣΩΜΑΤΑ-ΒΑΛΑΝΟΣ (ΠΧ, ΒΕΛΟΝΑ ΒΙΟΨΙΑΣ, ΕΠΕΜΒΑΣΗ ΚΑΤΑ WINTER ΛΑΒΙΔΑ RONGEUR, Ή ΒΙΟΨΙΑ ΜΕ ΔΙΑΤΡΗΤΗΡΑ) ΓΙΑ ΠΡΙΑΠΙΣΜΟ;Diagnostic;54;1482.58
X688839;ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΓΙΑ ΤΡΑΥΜΑ ΠΕΟΥΣ;Surgical;71;1116.72
X688859;ΧΕΙΡΙΣΜΟΣ ΑΚΡΟΠΟΣΘΙΑΣ· ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΥΣΗ ΣΥΜΦΥΣΕΩΝ ΑΚΡΟΠΟΣΘΙΑΣ ΚΑΙ ΔΙΑΤΑΣΗ;Surgical;135;204.4
X688959;ΒΙΟΨΙΑ ΟΡΧΕΩΝ, ΒΕΛΟΝΑ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);Diagnostic;35;802.19
X688969;ΒΙΟΨΙΑ ΟΡΧΕΩΝ, ΜΕ ΤΟΜΗ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);Diagnostic;47;809.13
X688983;ΕΚΤΟΜΗ ΕΞΩΠΑΡΕΓΧΥΜΑΤΙΚΗΣ ΒΛΑΒΗΣ ΤΟΥ ΟΡΧΙ;Surgical;178;1680.85
X688999;ΟΡΧΕΚΤΟΜΗ, ΑΠΛΗ (ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΤΟΥ ΥΠΟΚΑΨΙΚΟΥ), ΜΕ Η ΧΩΡΙΣ ΟΡΧΙΚΟ ΕΜΦΥΤΕΥΜΑ, ΟΣΧΕΪΚΗ Η ΒΟΥΒΩΝΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;129;1805.38
X689003;ΟΡΧΕΚΤΟΜΗ, ΜΕΡΙΚΗ;Surgical;101;812.26
X689019;ΟΡΧΕΚΤΟΜΗ, ΡΙΖΙΚΗ, ΓΙΑ ΟΓΚΟ· ΒΟΥΒΩΝΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;237;923.74
X689029;ΟΡΧΕΚΤΟΜΗ, ΡΙΖΙΚΗ, ΓΙΑ ΟΓΚΟ· ΜΕ ΚΟΙΛΙΑΚΗ ΔΙΕΡΕΥΝΗ;Diagnostic;60;227.85
X689059;ΔΙΕΡΕΥΝΗΣΗ ΓΙΑ ΚΡΥΨΟΡΧΙΑ (ΒΟΥΒΩΝΙΚΗ Ή ΟΣΧΕΙΚΗ ΠΕΡΙΟΧΗ);Diagnostic;36;324.0
X689079;ΔΙΕΡΕΥΝΗΣΗ ΓΙΑ ΚΡΥΨΟΡΧΙΑ ΜΕ ΚΟΙΛΙΑΚΗ ΔΙΕΡΕΥΝΗΣΗ;Diagnostic;50;1995.32
X689159;ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΥΣΤΡΟΦΗΣ ΟΡΧΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΚΑΘΗΛΩΣΗ ΤΟΥ ΑΝΤΙΠΛΕΥΡΟΥ ΟΡΧΗ;Surgical;151;302.81
X689199;ΚΑΘΗΛΩΣΗ ΑΝΤΙΠΛΕΥΡΟΥ ΟΡΧΙ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);Surgical;65;1128.16
X689239;ΟΡΧΕΟΠΗΞΙΑ, ΒΟΥΒΩΝΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΜΕ Ή ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΗΛΗΣ;Surgical;227;1869.03
X689259;ΟΡΧΕΟΠΗΞΙΑ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΓΙΑ ΕΝΔΟΚΟΙΛΙΑΚΟ ΟΡΧΙ (ΠΧ, FOWLER-STEPHENS);Surgical;85;1949.11
X689279;ΕΙΣΑΓΩΓΗ ΟΡΧΙΚΗΣ ΠΡΟΘΕΣΗΣ;Surgical;87;1993.21
X689299;ΣΥΡΡΑΦΗ Η ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΡΧΙΚΟΥ ΤΡΑΥΜΑΤΟΣ;Surgical;156;650.01
X689319;ΜΕΤΑΦΟΡΑ ΟΡΧΙ (ΕΩΝ) ΣΤΟΝ ΜΗΡΟ (ΛΟΓΩ ΚΑΤΑΣΤΡΟΦΗΣ ΤΟΥ ΟΣΧΕΟΣ;Surgical;71;785.13
X689339;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΟΡΧΕΚΤΟΜΗ;Diagnostic;48;1522.87
X689343;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΟΡΧΕΚΤΟΜΗ ΓΙΑ ΕΝΔΟΚΟΙΛΙΑΚΟ ΟΡΧΗ;Diagnostic;31;343.52
X689357;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΛΑΠΑΡΟΣΚΟΠΗΣΗΣ, ΟΡΧΙΣ;Diagnostic;52;409.72
X689357.1;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΟΡΧΕΚΤΟΜΗ;Surgical;83;631.5
X689357.2;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΟΡΧΕΚΤΟΜΗ ΓΙΑ ΕΝΔΟΚΟΙΛΙΑΚΟ ΟΡΧΙ;Surgical;77;260.82
X689359;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΕΠΙΔΙΔΥΜΙΔΑΣ, ΟΡΧΙ 'Η/ΚΑΙ ΟΣΧΕΙΚΟΥ ΧΩΡΟΥ (ΠΧ, ΑΠΟΣΤΗΜΑ Ή ΑΙΜΑΤΩΜΑ);Surgical;61;425.02
X689559;ΒΙΟΨΙΑ ΕΠΙΔΙΔΥΜΙΔΑΣ, ΒΕΛΟΝΑ;Diagnostic;60;239.81
X689619;ΕΚΤΟΜΗ ΤΟΠΙΚΗΣ ΒΛΑΒΗΣ ΕΠΙΔΙΔΥΜΙΔΑΣ;Surgical;182;1112.33
X689639;ΕΚΤΟΜΗ ΣΠΕΡΜΑΤΟΚΗΛΗΣ, ΜΕ Ή ΧΩΡΙΣ ΕΚΤΟΜΗ ΕΠΙΔΙΔΥΜΙΔΑΣ;Surgical;225;745.1
X689679;ΕΚΤΟΜΗ ΕΠΙΔΙΔΥΜΙΔΑΣ· ΕΤΕΡΟΠΛΕΥΡΗ;Surgical;208;1491.12
X689681;ΕΚΤΟΜΗ ΕΠΙΔΙΔΥΜΙΔΑΣ· ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;170;1201.59
X689689;ΔΙΕΡΕΥΝΗΣΗ ΕΠΙΔΙΔΥΜΙΔΑΣ, ΜΕ Ή ΧΩΡΙΣ ΒΙΟΨΙΑ;Diagnostic;56;418.45
X689759;ΧΕΙΡΟΥΡΓΙΚΗ ΑΝΑΣΤΟΜΩΣΗ ΤΗΣ ΕΠΙΔΙΔΥΜΙΔΑΣ ΜΕ ΤΟΝ ΣΠΕΡΜΑΤΙΚΟ ΠΟΡΟ· ΕΤΕΡΟΠΛΕΥΡΑ;Surgical;125;752.54
X689761;ΧΕΙΡΟΥΡΓΙΚΗ ΑΝΑΣΤΟΜΩΣΗ ΤΗΣ ΕΠΙΔΙΔΥΜΙΔΑΣ ΜΕ ΤΟΝ ΣΠΕΡΜΑΤΙΚΟ ΠΟΡΟ· ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;170;1611.4
X689959;ΠΑΡΑΚΕΝΤΗΣΗ ΜΕ ΑΝΑΡΡΟΦΗΣΗ ΤΗΣ ΥΔΡΟΚΗΛΗΣ, ΕΛΥΤΡΟΕΙΔΗΣ ΧΙΤΩΝΑΣ, ΜΕ 'Η ΧΩΡΙΣ ΕΝΕΣΗ ΦΑΡΜΑΚΟΥ;Diagnostic;48;298.53
X690039;ΕΚΤΟΜΗ ΥΔΡΟΚΗΛΗΣ· ΕΤΕΡΟΠΛΕΥΡΗ;Surgical;64;1713.27
X690041;ΕΚΤΟΜΗ ΥΔΡΟΚΗΛΗΣ· ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;124;1068.16
X690159;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ ΑΠΟ ΤΟ ΤΟΙΧΩΜΑ ΤΟΥ ΟΣΧΕΟΥ;Therapeutic;206;1373.58
X690179;ΔΙΕΡΕΥΝΗΣΗ ΟΣΧΕΟΥ;Diagnostic;31;734.54
X690199;ΑΦΑΙΡΕΣΗ ΤΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΟ ΤΟ ΟΣΧΕΟ;Surgical;228;1315.9
X690259;ΕΚΤΟΜΗ ΤΟΥ ΟΣΧΕΟΥ;Surgical;94;1323.68
X690309;ΟΣΧΕΟΠΛΑΣΤΙΚΗ· ΑΠΛΗ;Surgical;166;921.52
X690319;ΟΣΧΕΟΠΛΑΣΤΙΚΗ· ΕΠΙΠΛΕΓΜΕΝΗ;Surgical;189;1697.7
X690559;ΤΟΜΗ ΠΟΡΟΥ ΓΙΑ ΠΟΡΟΓΡΑΦΙΑ, ΑΠΕΙΚΟΝΙΣΗ ΣΠΕΡΜΑΤΟΔΟΧΩΝ ΚΥΣΤΕΩΝ Ή ΕΠΙΔΙΔΥΜIΔΑΣ, ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;151;464.71
X690759;ΑΝΑΣΤOΜΩΣΗ ΣΠΕΡΜΑΤΙΚΟΥ ΠΟΡΟΥ, ΠΟΡΟΡΡΑΦΙΑ;Surgical;196;1086.11
X690859;ΑΠΟΛΙΝΩΣΗ ΣΠΕΡΜΑΤΙΚΟΥ ΠΟΡΟΥ, ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ;Surgical;75;1136.79
X690999;ΕΚΤΟΜΗ ΒΛΑΒΗΣ ΣΠΕΡΜΑΤΙΚΟΥ ΤΟΝΟΥ, ΕΤΕΡΟΠΛΕΥΡΗ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);Surgical;109;905.94
X691019;ΑΠΟΛIΝΩΣΗ ΣΠΕΡΜΑΤΙΚΩΝ ΦΛΕΒΩΝ ΓΙΑ ΚΙΡΣΟΚΗΛΗ· (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);Surgical;61;1740.94
X691029;ΑΠΟΛΙΝΩΣΗ ΣΠΕΡΜΑΤΙΚΩΝ ΦΛΕΒΩΝ ΓΙΑ ΚΙΡΣΟΚΗΛΗ ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;79;590.66
X691039;ΑΠΟΛΙΝΩΣΗ ΣΠΕΡΜΑΤΙΚΩΝ ΦΛΕΒΩΝ ΓΙΑ ΚΙΡΣΟΚΗΛΗ ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΟΙΛΗΣ;Surgical;110;563.97
X691059;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ ΑΠΟΛΙΝΩΣΗ ΣΠΕΡΜΑΤΙΚΩΝ ΦΛΕΒΩΝ ΓΙΑ ΚΙΡΣΟΚΗΛΗ;Diagnostic;46;1509.14
X691077;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΛΑΠΑΡΟΣΚΟΠΗΣΗΣ, ΣΠΕΡΜΑΤΙΚΟΣ ΤΟΝΟΣ;Diagnostic;39;969.8
X691077.1;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ ΑΠΟΛΙΝΩΣΗ ΣΠΕΡΜΑΤΙΚΩΝ ΦΛΕΒΩΝ ΓΙΑ ΚΙΡΣΟΚΗΛΗ;Surgical;120;504.36
X691159;ΠΑΡΑΚΕΝΤΗΣΗ ΣΠΕΡΜΑΤΟΔΟΧΟΥ ΚΥΣΤΗΣ;Diagnostic;40;1005.38
X691259;ΕΚΤΟΜΗ ΣΠΕΡΜΑΤΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΣΠΕΛΑΣΗ;Surgical;77;1331.32
X691319;ΕΚΤΟΜΗ ΚΥΣΤΗΣ ΠΟΡΩΝ ΤΟΥ MULLER;Surgical;63;1169.75
X691369;ΒΙΟΨΙΑ, ΠΡΟΣΤΑΤΗΣ, ΜΕΡΙΚΟΣ, ΟΠΟΙΑΔΗΠΟΤΕ (ΔΙΟΡΘΙΚΗ Η΄ ΔΙΑΠΕΡΙΝΕΪΚΗ) ΠΡΟΣΠΕΛΑΣΗ;Diagnostic;53;1657.46
X691579;ΑΦΑΙΡΕΣΗ ΠΡΟΣΤΑΤΗ, ΠΕΡΙΝΕΪΚΗ ΡΙΖΙΚΗ;Surgical;149;426.59
X691589;ΠΡΟΣΤΑΤΕΚΤΟΜΗ, ΠΕΡΙΝΕΪΚΗ, ΡΙΖΙΚΗ, ΜΕ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ;Surgical;71;1324.7
X691639;ΠΡΟΣΤΑΤΕΚΤΟΜΗ, ΟΠΙΣΘΟΗΒΙΚΗ, ΡΙΖΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΑΓΓΕΙΟ-ΝΕΥΡΩΔΟΥΣ ΔΕΜΑΤΙΟΥ;Surgical;65;597.56
X691643;ΠΡΟΣΤΑΤΕΚΤΟΜΗ, ΟΠΙΣΘΟΗΒΙΚΗ, ΡΙΖΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΑΓΓΕΙΟ-ΝΕΥΡΩΔΟΥΣ ΔΕΜΑΤΙΟΥ. ΜΕ ΒΙΟΨΙΑ(ΕΣ) ΛΕΜΦΑΔΕΝΩΝ;Diagnostic;50;1447.56
X691679;ΑΠΟΚΑΛΥΨΗ ΠΡΟΣΤΑΤΗ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΣΠΕΛΑΣΗ, ΓΙΑ ΕΙΣΑΓΩΓΗ ΡΑΔΙΕΝΕΡΓΗΣ ΟΥΣΙΑΣ;Surgical;100;968.94
X691683;ΑΠΟΚΑΛΥΨΗ ΠΡΟΣΤΑΤΗ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΣΠΕΛΑΣΗ, ΓΙΑ ΕΙΣΑΓΩΓΗ ΡΑΔΙΕΝΕΡΓΗΣ ΟΥΣΙΑΣ, ΜΕ ΒΙΟΨΙΑ(ΕΣ) ΛΕΜΦΑΔΕΝΩΝ (ΠΕΡΙΟΡΙΣΜΕΝΗ ΕΚΤΟΜΗ ΠΥΕΛΙΚΩΝ ΛΕΜΦΑΔΕΝΩΝ);Diagnostic;59;721.5
X691689;ΑΠΟΚΑΛΥΨΗ ΠΡΟΣΤΑΤΗ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΣΠΕΛΑΣΗ, ΓΙΑ ΕΙΣΑΓΩΓΗ ΡΑΔΙΕΝΕΡΓΗΣ ΟΥΣΙΑΣ, ΑΜΦΙΠΛΕΥΡΗ ΕΚΤΟΜΗ ΠΥΕΛΙΚΩΝ ΛΕΜΦΑΔΕΝΩΝ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;Surgical;138;1417.18
X691691;ΛΑΠΑΡΟΣΚΟΠΙΚΗ ΡΙΖΙΚΗ ΠΡΟΣΤΑΤΕΚΤΟΜΗ;Surgical;217;1321.14
X691699;ΗΛΕΚΤΡΟ-ΕΚΣΠΕΡΜΑΤΙΣΗ;Surgical;181;1592.85
X691705;ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΠΡΟΣΤΑΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΙ ΚΑΘΟΔΗΓΗΣΗ ΜΕ ΥΠΕΡΗΧΟ ΓΙΑ ΕΙΣΑΓΩΓΗ ΤΟΥ ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΟΥ ΚΑΘΕΤΗΡΑ);Surgical;149;1190.97
X691709;ΔΙΑΠΕΡΙΝΕΪΚΗ ΤΟΠΟΘΕΤΗΣΗ ΒΕΛΟΝΩΝ Η ΚΑΘΕΤΗΡΩΝ ΣΤΟΝ ΠΡΟΣΤΑΤΗ ΓΙΑ ΕΝΔΟΙΣΤΙΚΗ ΕΦΑΡΜΟΓΗ ΡΑΔΙΟΙΣΟΤΟΠΩΝ, ΜΕ Η ΧΩΡΙΣ ΚΥΣΤΕΟΣΚΟΠΗΣΗ;Diagnostic;44;700.94
X691711;ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΟΪΣΤΙΚΗΣ(ΩΝ) ΣΥΣΚΕΥΗΣ(ΩΝ) ΓΙΑ ΚΑΘΟΔΗΓΗΣΗ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ (Π.Χ. ΑΠΕΙΚΟΝΙΣΤΙΚΟ ΣΗΜΑΔΙ (MARKER), ΔΟΣΙΜΕΤΡΟ) ΠΡΟΣΤΑΤΗ (ΜΕΣΩ ΒΕΛΟΝΑΣ, ΚΑΘΕ ΠΡΟΣΠΕΛΑΣΗ ΜΟΝΗ Η ΠΟΛΛΑΠΛΗ;Therapeutic;71;695.08
X691757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΑΝΤΡΙΚΟ ΓΕΝΝΗΤΙΚΟ ΣΥΣΤΗΜΑ;Surgical;63;365.35
X691757.1;ΡΟΜΠΟΤΙΚΗ ΡΙΖΙΚΗ ΠΡΟΣΤΑΤΕΚΤΟΜΗ;Surgical;212;163.81
X691799;(ΕΚΤΟΣ ΑΠΟ ΤΟΝ ΠΡΟΣΤΑΤΗ) ΓΙΑ ΜΕΤΕΠΕΙΤΑ ΕΝΔΟΪΣΤΙΚΗ ΡΑΔΙΕΝΕΡΓΗ ΕΦΑΡΜΟΓΗ;Surgical;91;760.51
X691899;ΕΓΧΕΙΡΙΣΗ ΑΛΛΑΓΗΣ ΦΥΛΟΥ, ΑΝΤΡΑΣ ΣΕ ΓΥΝΑΙΚΑ;Therapeutic;183;1813.92
X691919;ΕΓΧΕΙΡΙΣΗ ΑΛΛΑΓΗΣ ΦΥΛΟΥ, ΓΥΝΑΙΚΑ ΣΕ ΑΝΤΡΑ;Therapeutic;69;997.6
X692769;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΙΔΟΙΪΚΟΥ Ή ΠΕΡΙΝΕΪΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ;Surgical;199;1427.11
