medicine_name,substance_name
Xarivo,Rivaroxaban
Xartan,Losartan Potassium
Xartil,Rivaroxaban
Xatamont,Latanoprost
Xatger,Alfuzosin Hydrochloride
Xatral,Alfuzosin Hydrochloride
Xatral Cr,Alfuzosin Hydrochloride
Xatral Lp,Alfuzosin Hydrochloride
Xatral Od,Alfuzosin Hydrochloride
Xatral Retard,Alfuzosin Hydrochloride
Xatral Sr,Alfuzosin Hydrochloride
Xatral Uno,Alfuzosin Hydrochloride
Xatral Xl,Alfuzosin Hydrochloride
Xavertia,Rivaroxaban
Xaviox,Calcium Polystyrene Sulfonate
Xazal,Levocetirizine Dihydrochloride
Xbonzy,Denosumab
Xbryk,Denosumab
Xcyst,Methenamine Mandelate
Xebyl,Chenodeoxycholic Acid
Xedine Ha,Xylometazoline Hydrochloride
Xedine Ha Dla Dzieci,Xylometazoline Hydrochloride
Xedofen,Dexketoprofen
Xefal,Cefalexin Monohydrate
Xefo,Lornoxicam
Xefo Rapid,Lornoxicam
Xelamin,Exemestane
Xelazor,Capecitabine
Xelcip,Capecitabine
Xeldaxin,Dexketoprofen
Xeldinor,Dexketoprofen
Xelevia,Sitagliptin
Xelf,Sodium Cromoglicate
Xelf,Xylometazoline Hydrochloride
Xelf Menthol,Xylometazoline Hydrochloride
Xelf Neusspray,Xylometazoline Hydrochloride
Xeljanz,Tofacitinib
Xelltempra,Daptomycin
Xelltempra Xellia,Daptomycin
Xeloda,Capecitabine
Xembify,Human Normal Immunoglobulin
Xemestan,Exemestane
Xenazina,Tetrabenazine
Xenazine,Tetrabenazine
Xenazine 25,Tetrabenazine
Xeneso,Tadalafil
Xenetix,Iobitridol
Xenical,Orlistat
Xenidate Xl,Methylphenidate Hydrochloride
Xenleta,Lefamulin
Xenna,Sennae Folium
Xenon,Xenon
Xenpozyme,Olipudase Alfa
Xepin,Doxepin Hydrochloride
Xeplion,Paliperidone
Xerana,Aripiprazole
Xerava,Eravacycline
Xerdoxo,Rivaroxaban
Xeredien,Fluoxetine
Xeristar,Duloxetine
Xermelo,Telotristat Ethyl
Xerocarp 5mg/Tab,Pilocarpine Hydrochloride
Xeroquel Lp,Quetiapine Fumarate
Xerosal,Pilocarpine Hydrochloride
Xetamed,Quetiapine
Xeter,Rosuvastatin Calcium
Xeterduo,Acetylsalicylic Acid
Xeterduo,Rosuvastatin Calcium
Xetinin Xl,Clarithromycin
Xetorib,Etoricoxib
Xgeva,Denosumab
Xibimer,Sumatriptan Succinate
Xibol,Diclofenac Sodium
Xicil,Glucosamine Sulfate Sodium Chloride
Xifaxan,Rifaximin
Xifaxanta,Rifaximin
Xifia,Cefixime
Xifia,Cefixime Trihydrate
Xiflodrop,Moxifloxacin Hydrochloride
Xilapro,Silodosin
Xiliarx,Vildagliptin
Xilină,Lidocaine Hydrochloride
Xilmac,Isoprenaline Hydrochloride
Xilmac,Lorazepam
Xilomare,Xylometazoline Hydrochloride
Xilomare Kid,Xylometazoline Hydrochloride
Xilometazolina Eg,Xylometazoline Hydrochloride
Xilonibsa,Lidocaine
Xilonibsa Spray,Lidocaine
Xilox,Nimesulide
Xiltess,Rivaroxaban
Ximaract,Cefuroxime
Ximebac,Cefpodoxime
Ximluci,Ranibizumab
Ximovan,Zopiclone
Ximve,Simvastatin
Xinaflox,Moxifloxacin
Xiop,Latanoprost
X-Iop,Latanoprost
Xipagamma,Xipamide
Xipamid Aaa-Pharma,Xipamide
Xipamid Ratiopharm,Xipamide
Xipeno,Selexipag
Xipocol,Simvastatin
Xipram,Escitalopram
Xirect,Sildenafil
Xirect Forte,Sildenafil
Xirobud,Budesonide
Xistab,Cytisinicline
Xitop,Topiramate
Xoanacyl,Ferric Citrate
Xofigo,Radium Ra 223 Dichloride
Xofluza,Baloxavir Marboxil
Xolair,Omalizumab
Xolister-All,Atorvastatin
Xoltiva,Olanzapine
Xomolix,Droperidol
Xonkor,Valeriana Officinalis L. Root Dry Extract
Xoolam Reflusso,Pantoprazole Sodium Sesquihydrate
Xorafia,Sorafenib
Xorimax,Cefuroxime
Xorimax,Cefuroxime Axetil
Xorox,Aciclovir
Xospata,Gilteritinib
Xozal,Levocetirizine Dihydrochloride
X-Praep,Sennoside A+b
X-Prep,Sennoside A+b
Xromi,Hydroxycarbamide
Xsysto,Pivmecillinam Hydrochloride
X-Systo,Pivmecillinam Hydrochloride
Xtandi,Enzalutamide
Xtex,Carbocisteine
X-Tremble,Pramipexole
Xumadol,Paracetamol
Xurta,Lisdexamfetamine Dimesylate
Xusal,Levocetirizine Dihydrochloride
Xusal Akut,Levocetirizine Dihydrochloride
Xusal Saft,Levocetirizine Dihydrochloride
Xuvelex,Metformin Hydrochloride
Xuvelex Xr,Metformin Hydrochloride
Xybaid,Hydroxycarbamide
Xybilun,Sildenafil Citrate
Xyd,Diclofenac Sodium
Xydalba,Dalbavancin
Xylanaest Purum,Lidocaine Hydrochloride
Xylanal,Amikacin Sulfate
Xyllomac,Amoxicillin
Xylocain,Lidocaine
Xylocain,Lidocaine Hydrochloride
Xylocain Pumpspray,Lidocaine
Xylocain Pumpspray Dental,Lidocaine
Xylocain Ukonserveret,Lidocaine Hydrochloride
Xylocain Utan Konserveringsmedel,Lidocaine Hydrochloride
Xylocaina,Lidocaine Hydrochloride
Xylocaine,Anhydrous Lidocaine Hydrochloride
Xylocaine,Lidocaine
Xylocaine,Lidocaine Hydrochloride
Xylocaine,Lidocaine Hydrochloride Monohydrate
Xylocaine 1 %,Anhydrous Lidocaine Hydrochloride
Xylocaine 1%,Anhydrous Lidocaine Hydrochloride
Xylocaine 10%,Lidocaine
Xylocaine 2 %,Anhydrous Lidocaine Hydrochloride
Xylocaine 2%,Anhydrous Lidocaine Hydrochloride
Xylocaine 2%,Lidocaine Hydrochloride
Xylocaine Sans Conservateur,Anhydrous Lidocaine Hydrochloride
Xylocaine Sans Conservateur,Lidocaine Hydrochloride
Xylocaine Visqueuse,Lidocaine Hydrochloride
Xylocard,Anhydrous Lidocaine Hydrochloride
Xylocard Intraveineux,Anhydrous Lidocaine Hydrochloride
Xylocitin-Cor,Lidocaine Hydrochloride Monohydrate
Xylocitin-Loc,Lidocaine Hydrochloride Monohydrate
Xylo-Comod,Xylometazoline Hydrochloride
Xylocontact,Lidocaine
Xylodont,Lidocaine Hydrochloride
Xylogel,Xylometazoline Hydrochloride
Xylogel Dla Dzieci,Xylometazoline Hydrochloride
Xylojell,Lidocaine
Xylojell,Lidocaine Hydrochloride
Xylomaris,Xylometazoline Hydrochloride
Xylomax,Xylometazoline Hydrochloride
Xylomax Neo,Xylometazoline Hydrochloride
Xylomet-Abz,Xylometazoline Hydrochloride
Xylometazolin 123ratio,Xylometazoline Hydrochloride
Xylometazolin Abece Utan Konserveringsmedel,Xylometazoline Hydrochloride
Xylometazolin Apteo Med,Xylometazoline Hydrochloride
Xylometazolin Artesan,Xylometazoline Hydrochloride
Xylometazolin Artesan 0,05 %
Xylometazolin Evolan Utan Konserveringsmedel,Xylometazoline Hydrochloride
Xylometazolin Fortis,Xylometazoline Hydrochloride
Xylometazolin Ivc Pragen,Xylometazoline Hydrochloride
Xylometazolin Menthol Ukonserveret Orifarm,Xylometazoline Hydrochloride
Xylometazolin Punkt Utan Konserveringsmedel,Xylometazoline Hydrochloride
Xylometazolin Rat & Tat Easypharm Otc,Xylometazoline Hydrochloride
Xylometazolin Rat & Tat Junior Easypharm Otc,Xylometazoline Hydrochloride
Xylometazolin Teva,Xylometazoline Hydrochloride
Xylometazolin Utan Konserveringsmedel Abece,Xylometazoline Hydrochloride
Xylometazolin Vp,Xylometazoline Hydrochloride
Xylometazolin Wzf,Xylometazoline Hydrochloride
Xylometazoline Auxilia,Xylometazoline Hydrochloride
Xylometazoline Decongestant Tillomed Laboratories,Xylometazoline Hydrochloride
Xylometazoline Deguna Aerosols,Šķīdums
Xylometazoline Hcl Albert Heijn,Xylometazoline Hydrochloride
Xylometazoline Hcl Basic Pharma Manufacturing,Xylometazoline Hydrochloride
Xylometazoline Hcl Healthypharm,Xylometazoline Hydrochloride
Xylometazoline Hcl Jumbo,Xylometazoline Hydrochloride
Xylometazoline Hcl Kruidvat,Xylometazoline Hydrochloride
Xylometazoline Hcl Linn Mae Holding,Xylometazoline Hydrochloride
Xylometazoline Hcl Livsane,Xylometazoline Hydrochloride
Xylometazoline Hcl Menthol Albert Heijn,Xylometazoline Hydrochloride
Xylometazoline Hcl Menthol Etos,Xylometazoline Hydrochloride
Xylometazoline Hcl Menthol Htp,Xylometazoline Hydrochloride
Xylometazoline Hcl Menthol Kruidvat,Xylometazoline Hydrochloride
Xylometazoline Hcl Menthol Trekpleister,Xylometazoline Hydrochloride
Xylometazoline Hcl Sam,Xylometazoline Hydrochloride
Xylometazoline Hcl Sandoz,Xylometazoline Hydrochloride
Xylometazoline Hcl Teva,Xylometazoline Hydrochloride
Xylometazoline Hydrochloride Aurobindo,Xylometazoline Hydrochloride
Xylometazoline Hydrochloride Leidapharm,Xylometazoline Hydrochloride
Xylometazoline Hydrochloride Sameko,Xylometazoline Hydrochloride
Xylometazoline Linn Menthol,Xylometazoline Hydrochloride
Xylometazoline Menthol Auxilia,Xylometazoline Hydrochloride
Xylometazolinhydrochlorid Al,Xylometazoline Hydrochloride
Xylometazolinhydrochlorid Dr. Theiss,Xylometazoline Hydrochloride
Xylometazolinhydroklorid Norfri,Xylometazoline Hydrochloride
Xylometazolini Hydrochloridum Ranbaxy,Xylometazoline Hydrochloride
Xylo-Nasal,Xylometazoline Hydrochloride
Xylonest,Prilocaine Hydrochloride
Xylonest Fl. 50 Ml,Prilocaine Hydrochloride
Xyloneural,Lidocaine Hydrochloride
Xyloneural,Lidocaine Hydrochloride Monohydrate
Xyloneural Forte,Lidocaine Hydrochloride Monohydrate
Xyloneural Mite,Lidocaine Hydrochloride Monohydrate
Xylonor Spray N,Lidocaine
Xylopronal,Xylometazoline Hydrochloride
Xylorin,Xylometazoline Hydrochloride
Xylorin Protect,Xylometazoline Hydrochloride
Xylorolland Sans Vasoconstricteur,Lidocaine Hydrochloride
Xylozan,Lidocaine
Xylozan,Lidocaine Hydrochloride
Xylozolin,Xylometazoline Hydrochloride
Xymelin,Xylometazoline Hydrochloride
Xymelin Menthol,Xylometazoline Hydrochloride
Xynia,Desogestrel
Xynito,Dimethyl Fumarate
Xynox,Metformin Hydrochloride
Xypatch Xl,Rivastigmine
Xyrem,Sodium Oxybate
Xytencorg,Propranolol Hydrochloride
Xytrina,Isoprenaline Hydrochloride
Xyvelam,Levofloxacin Hemihydrate
Xyvora,Lenvatinib
Xywin,Gliclazide
Xyzal,Levocetirizine Dihydrochloride
Xyzal Allergy,Levocetirizine Dihydrochloride
Xyzall,Levocetirizine Dihydrochloride
Yadina,Quetiapine
Yaldigo,Mesalazine
Yaltormin Sr,Metformin Hydrochloride
Yanatawa,Tadalafil
Yantil,Tapentadol
Yantil,Tapentadol Hydrochloride
Yantil Retard,Tapentadol Hydrochloride
Yardel,Sodium Hyaluronate
Yargesa,Miglustat
Yarisen,Risedronate Sodium
Yarocen,Mirtazapine
Yasnal,Donepezil Hydrochloride
Yasnal Oro Tab,Donepezil Hydrochloride
Yasnal Q-Tab,Donepezil Hydrochloride
Yasnoro,Donepezil Hydrochloride
Yatrox,Ondansetron
Yaxwer,Denosumab
Yayoi,Melatonin
Ycomwya,Rosuvastatin
Ydralbum,Human Albumin Solution
Yekast,Montelukast Sodium
Yellox,Bromfenac
Yelmata,Eltrombopag
Yemex,Fentanyl
Yenlip,Clindamycin
Yentreve,Duloxetine
Yervoy,Ipilimumab
Yesafili,Aflibercept
Yesan,Timolol Maleate
Yescarta,Axicabtagene Ciloleucel
Yesintek,Ustekinumab
Yeytuo,Lenacapavir
Ygielle,Clindamycin Phosphate
Yimmugo,Human Normal Immunoglobulin
Yinnugo,Human Normal Immunoglobulin
Ylang-Ylang (I+ii) Öl Smartpractice Europe,Cananga Odorata (I+ii) Oil
Ymana,Memantine Hydrochloride
Ymm-1,Yttrium (90y) Citrate
Yocon-Glenwood,Yohimbine Hydrochloride
Yocoral,Yohimbine Hydrochloride
Yodafar,Potassium Iodide
Yodiquer,Potassium Iodide
Yoduk,Potassium Iodide
Yointy,Glucosamine Hydrochloride
Yokel,Cefuroxime Sodium
Yomekray,Empagliflozin
Yomesan,Niclosamide
Yomogi,Dried Yeast From Saccharomyces Cerevisiae Hansen Cbs 5926
Yondelis,Trabectedin
Yonistib,Bicalutamide
Yorvipath,Palopegteriparatide
Yosqiero,Desloratadine
Ypo-Bakcom,Escherichia Coli Lyophilised Lysate
Ypsila,Ziprasidone
Yselty,Linzagolix
Yttriga,Yttrium-90
Yttrium (90y) Colloid Cis Bio International,Yttrium (90y) Citrate
Yttrium (90y) Colloïdensuspensie Cis Bio International,Yttrium (90y) Citrate
Yttriumcitrat (90y) Curium Germany,Yttrium (90y) Citrate
Yuflyma,Adalimumab
Yunariq,Brivaracetam
Yurelax,Cyclobenzaprine Hydrochloride
Yuxizol,Letrozole
Yverfast,Ivermectin
Yvette,Desogestrel
Yzilan,Rabeprazole Sodium
Z Sulfogwajakolem Biofaktor,Sulfogaiacol
Z Sulfogwajakolem Hasco-Lek,Sulfogaiacol
Zabak,Ketotifen Hydrogen Fumarate
Zabart,Amlodipine Besilate
Zabcare,Solifenacin Succinate
Zabdeno,Adenovirus Serotype 26 Viral Vector Carrying A Gene Encoding The Ebola Zaire Envelope Glycoprotein
Zacalen,Venlafaxine Hydrochloride
Zacco,Clobazam
Zacin,Capsaicin
Zacoperc,Esomeprazole
Zacorist,Idarubicin Hydrochloride
Zacosteo,Glucosamine Hydrochloride
Zacpac®,Amoxicillin
Zacpac®,Clarithromycin
Zacpac®,Pantoprazole
Zadaxin,Thymalfasin
Zadenvi,Denosumab
Zadex,Acemetacin
Zaditen,Ketotifen
Zaditen,Ketotifen Hydrogen Fumarate
Zaditen Konservierungsmittelfrei,Ketotifen Hydrogen Fumarate
Zaditen L.P.,Ketotifen Hydrogen Fumarate
Zaditen Oftabak,Ketotifen Hydrogen Fumarate
Zaditen Ophtha,Ketotifen Hydrogen Fumarate
Zaditen Ophtha Abak,Ketotifen Hydrogen Fumarate
Zaditen Ophtha Sine,Ketotifen Hydrogen Fumarate
Zaditen Retard,Ketotifen
Zaditen Sdu,Ketotifen Hydrogen Fumarate
Zaditen Unidose,Ketotifen Hydrogen Fumarate
Zaditor,Ketotifen Hydrogen Fumarate
Zadobra,Zolpidem Tartrate
Zafibral,Bezafibrate
Zafiron,Formoterol Fumarate Dihydrate
Zafitral,Risperidone
Zaflex,Diclofenac Potassium
Zaflex,Diclofenac Sodium
Zafril,Dienogest
Zafrilla,Dienogest
Zagrapa,Ketotifen Hydrogen Fumarate
Zahron,Rosuvastatin
Zakalmer,Donepezil Hydrochloride
Zakfil,Sildenafil
Zakkinter,Paroxetine
Zakodian,Valsartan
Zakodronate,Alendronate Sodium Trihydrate
Zakofin,Terbinafine Hydrochloride
Zakogrel,Clopidogrel
Zakomoxit,Montelukast Sodium
Zalain,Sertaconazole Nitrate
Zalanzo,Lansoprazole
Zalasta,Olanzapine
Zalea,Human Normal Immunoglobulin
Zalepin,Olanzapine
Zalepin Rapid,Olanzapine
Zalerg,Ketotifen Hydrogen Fumarate
Zali,Dabigatran Etexilate
Zalkya,Dienogest
Zalonil,Aripiprazole
Zaltrap,Aflibercept
Zaluron Xl,Quetiapine
Zaluron Xl,Quetiapine Fumarate
Zalvas,Atorvastatin Calcium Trihydrate
Zalvor,Permethrin
Zalzo,Zolpidem Tartrate
Zamadol,Tramadol Hydrochloride
Zamadol Melt,Tramadol Hydrochloride
Zamadol Sr,Tramadol Hydrochloride
Zamantos,Sildenafil
Zambaxo,Lorazepam
Zameline,Hexamidine Diisetionate
Zamene,Deflazacort
Zamenit,Calcium Folinate
Zamidine,Hexamidine Diisetionate
Zamisept,Hexamidine Diisetionate
Zamizol,Fluconazole
Zampitex,Varenicline
Zamudol Lp,Tramadol Hydrochloride
Zamur,Cefuroxime Axetil
Zanacodar,Telmisartan
Zandraqet,Cytisinicline
Zanedip,Lercanidipine Hydrochloride
Zanetin,Cefuroxime
Zanicor,Lercanidipine Hydrochloride
Zanidip,Lercanidipine Hydrochloride
Zanipram,Citalopram
Zanipram,Citalopram Hydrochloride
Zaniq,Clozapine
Zanocin,Ofloxacin
Zanosa,Acetylsalicylic Acid
Zanosar,Streptozocin
Zantipres,Zofenopril Calcium
Zaofer,Ferrous Gluconate
Zaofer 300mg,Ferrous Gluconate
Zaolin,Vinorelbine
Zaolin,Vinorelbine Tartrate
Zaonail,Amorolfine Hydrochloride
Zapin,Mirtazapine
Zaponex,Clozapine
Zaranta,Rosuvastatin Calcium
Zarastin,Atorvastatin
Zarator,Atorvastatin
Zaraxin,Azithromycin
Zarec,Cetirizine Dihydrochloride
Zaredrop,Venlafaxine
Zarelis,Venlafaxine
Zarelis Retard,Venlafaxine
Zarelix,Venlafaxine
Zarelle,Desogestrel
Zariviz,Cefotaxime Sodium
Zarixa,Rivaroxaban
Zarmol,Bicalutamide
Zarondan,Ethosuximide
Zarontin,Ethosuximide
Zaroxolyn,Metolazone
Zarpen,Diclofenac Sodium
Zarvite,Tadalafil
Zarzio,Filgrastim
Zasetic,Hexamidine Diisetionate
Zassida,Azacitidine
Zasten,Ketotifen
Zasterid,Finasteride
Zatinex,Duloxetine
Zatrip,Pioglitazone Hydrochloride
Zavedos,Idarubicin Hydrochloride
Zavedos Cs,Idarubicin Hydrochloride
Zavedos Oral,Idarubicin Hydrochloride
Zavesca,Miglustat
Zaxivia,Sitagliptin
Zayasel,Terazosin Hydrochloride Dihydrate
Zayon,Ezetimibe
Z-Bec,Lisinopril
Zebinix,Eslicarbazepine Acetate
Zecatrin,Fesoterodine Fumarate
Zeclar,Clarithromycin
Zeclar Od,Clarithromycin
Zeclicid,Citalopram Hydrobromide
Zeclicid,Citalopram Hydrochloride
Zecovir,Brivudine
Zeda,Cetirizine Dihydrochloride
Zedbac,Azithromycin
Zedilarf,Dapagliflozin
Zefecort,Budesonide
Zeffix,Lamivudine
Zefipime,Cefepime
Zefylti,Filgrastim
Zegluxen,Liraglutide
Zegomib,Bortezomib
Zeimem,Dimethyl Fumarate
Zeimem 140 Mg,Dimethyl Fumarate
Zejula,Niraparib
Zekilep,Eslicarbazepine Acetate
Zekuis,Apixaban
Zelaz,Methocarbamol
Zelboraf,Vemurafenib
Zeldilon,Minoxidil
Zeldox,Ziprasidone
Zeldox,Ziprasidone Hydrochloride Monohydrate
Zelefion,Terbinafine
Železo,Ferric Carboxymaltose
Zeliderm,Azelaic Acid
Zelinared,Apixaban
Zelitrex,Valaciclovir
Zelleta,Desogestrel
Zelmykra,Zolmitriptan
Zeltacin,Calcium Gluconate
Zelvina,Lenalidomide
Zemalex,Piketoprofen
Zemalex,Piketoprofen Hydrochloride
Zemarex,Tranexamic Acid
Zemaros,Alendronate Sodium Trihydrate
Zemograc,Omeprazole
Zemplar,Paricalcitol
Zemret Xl,Diltiazem Hydrochloride
Zemtard Xl,Diltiazem Hydrochloride
Zenalb,Human Serum Albumin
Zenalgin,Ibuprofen
Zenaro,Levocetirizine Dihydrochloride
Zenavan,Etofenamate
Zenavil,Tadalafil
Zenaxel,Quetiapine Fumarate
Zenayr Allergo,Bilastine
Zenayr Rinus,Mometasone Furoate Monohydrate
Zenbumin,Human Serum Albumin
Zencopan,Pantoprazole Sodium Sesquihydrate
Zenemia,Calcium Folinate Pentahydrate
Zenexel,Quetiapine
Zengac,Vancomycin Hydrochloride
Zenifen,Ibuprofen
Zenmem,Memantine Hydrochloride
Zennux,Suxamethonium Chloride Dihydrate
Zenofor,Metformin Hydrochloride
Zenofor Sr,Metformin Hydrochloride
Zenra,Ramipril
Zensitin,Cetirizine Dihydrochloride
Zentarol,Diclofenac Diethylamine
Zentel,Albendazole
Zenteverme,Mebendazole
Zentiben,Ibuprofen
Zentidol,Ibuprofen
Zentorant,Acetylcysteine
Zeoks,Deferasirox
Zeota,Olmesartan Medoxomil
Zepacla,Clonazepam
Zepilen,Cefazolin
Zepilen Forte,Cefazolin Sodium
Zeposia,Ozanimod
Zepraxen,Daptomycin
Zeqmelit,Dexamethasone
Zequipra,Letrozole
Zercepac,Trastuzumab
Zerectum,Capecitabine
Zerelin,Meloxicam
Zerfun,Fluconazole
Zeridame Sr,Tramadol Hydrochloride
Zerinoactiv Gola,Flurbiprofen
Zerinodek Decongestionante Nasale,Xylometazoline Hydrochloride
Zerinol Gola,Ambroxol Hydrochloride
Zerinol Gola Menta,Ambroxol Hydrochloride
Zerinomed Gola,Flurbiprofen
Zerinotuss,Levodropropizine
Zerjaq,Mirabegron
Zerlinda,Zoledronic Acid
Zeroflog,Diclofenac
Zerospasm,Piroxicam
Zerpi,Quetiapine
Zertya,Ezetimibe
Zessly,Infliximab
Zestan,Lisinopril
Zestan,Lisinopril Dihydrate
Zestaval,Albendazole
Zestril,Lisinopril
Zestril,Lisinopril Anhydrous
Zestril,Lisinopril Dihydrate
Zestril Mite,Lisinopril Anhydrous
Zestril-5,Lisinopril Anhydrous
Zesuva,Sunitinib
Zetacain,Mepivacaine
Zetalax,Glycerol
Zetalax Per Adulti,Glycerol
Zetalax Per Bambini,Glycerol
Zetalid,Linezolid
Zetamicin,Netilmicin Sulfate
Zetapron,Butamirate Citrate
Zetia,Ezetimibe
Zetiraf,Ezetimibe
Zetratak-S,Ezetimibe
Zetron,Ondansetron
Zeulide,Leuprorelin Acetate
Zevastor,Rosuvastatin Calcium
Zevesin,Solifenacin Succinate
Zevona Xl,Isosorbide Mononitrate
Zevtera,Ceftobiprole Medocaril Sodium
Zexalis,Lisdexamfetamine Dimesylate
Zexitor,Metformin Hydrochloride
Zexyden,Dexamethasone
Z-Fluor,Sodium Fluoride
Zhekort,Mometasone Furoate
Ziadex,Deferasirox
Ziagen,Abacavir Sulfate
Zibenak,Colecalciferol
Zibor,Bemiparin Sodium
Zibor 1000 Rü (Anti-Faktor Xa) 0,4 Ml Süstel
Zibor 5000 Rü (Anti-Faktor Xa) 0,2 Ml Süstel
Zibor 7500 Rü (Anti-Faktor Xa) 0,3 Ml Süstel
Ziclaseg,Gliclazide
Zicron,Gliclazide
Zicron Pr,Gliclazide
Zidamaxin,Ceftazidime
Zidenac,Dimetindene Maleate
Zideron,Dextropropoxyphene Hydrochloride
Zidin,Trimetazidine Dihydrochloride
Zidonil,Fluconazole
Zidoval,Metronidazole
Zidovimm,Aciclovir
Zidovudin Aurobindo,Zidovudine
Zidovudina Accord,Zidovudine
Zidovudina Altan,Zidovudine
Zidovudina Aurobindo,Zidovudine
Zidrolin,Tamsulosin Hydrochloride
Ziegenhaare Bencard Allergie,Goat Hair
Ziele Dziurawca,Hyperici Herba
Ziele Krwawnika,Millefolii Herba
Ziele Skrzypu,Equisetum Stem
Ziextenzo,Pegfilgrastim
Zigabal,Oxcarbazepine
Ziger,Azithromycin Dihydrate
Ziglip,Fenofibrate (Nanonised)
Zigotrig,Fenofibrate
Ziihera,Zanidatamab
Zikarvit,Cholecalciferol Concentrate (Powder Form)
Zilart,Deferasirox
Zilas,Bilastine
Zilbea,Agomelatine Citric Acid
Zilbrysq,Zilucoplan
Zilcef,Escitalopram Oxalate
Zildalis,Goserelin
Zilfenan,Abiraterone Acetate
Zilidor,Paricalcitol
Ziliprol,Diclofenac Sodium
Zilisten,Cefuroxime Sodium
Zilium,Domperidone
Zilium,Domperidone Maleate
Zilola,Levocetirizine Dihydrochloride
Zilovis,Celiprolol Hydrochloride
Ziloxicum,Acemetacin
Zilversulfadiazine Cf,Sulfadiazine Silver
Zilversulfadiazine Sandoz,Sulfadiazine
Zimacrol,Azithromycin
Zimed,Bimatoprost
Zimino,Levosimendan
Zimoclone,Zopiclone
Zimovane,Zopiclone
Zimtaldehyd Smartpractice Europe,Cinnamaldehyde
Zinacef,Cefuroxime
Zinacef,Cefuroxime Sodium
Zinadol,Cefuroxime Axetil
Zinadril,Benazepril Hydrochloride
Zinasen,Flunarizine
Zinbix,Apixaban
Zinc & Castor Oil L.C.M,Zinc Oxide
Zinc Aguettant,Zinc Gluconate
Zinc Granions,Zinc
Zinc Granions,Zinc Gluconate
Zinc Injectable Laboratoire Aguettant,Zinc Gluconate
Zinc Laboratoire Aguettant,Zinc Gluconate
Zinc Ovelle,Zinc Oxide
Zinc Sulfate Crescent Pharma,Zinc Sulphate
Zincalto,Zinc Sulphate Monohydrate
Zincas,Zinc Hydroaspartate Dihydrate
Zincas Forte,Zinc Hydroaspartate Dihydrate
Zinci Oxidi Unguentum Gemi,Zinc Oxide
Zinco Ossido Marco Viti,Zinc Oxide
Zinco Ossido Nova Argentia,Zinc Oxide
Zinco Ossido Sella,Zinc Oxide
Zinco Ossido Zeta,Zinc Oxide
Zinco Solfato Idi,Zinc Sulphate Heptahydrate
Zincteral,Zinc Sulphate Monohydrate
Zinctin,Zinc Sulphate Monohydrate
Zincum Valerianicum D3,Zincum Isovalerianicum Dil. D3
Zindaclin,Clindamycin Phosphate
Zindacline,Clindamycin Phosphate
Zindasept,Benzydamine Hydrochloride
Zindel,Azithromycin Dihydrate
Zindolin,Ciprofloxacin
Zineli,Sodium Cromoglicate
Zinfect,Azithromycin
Zinfect,Azithromycin Dihydrate
Zinforo,Ceftaroline Fosamil
Zink 20,Zinc Sulphate Heptahydrate
Zink Aguettant,Zinc Gluconate
Zink Al,Zinc
Zink Beta,Zinc Sulphate Monohydrate
Zink Caelo,Zinc Oxide
Zink Hexal,Zinc
Zink Otc Verla,Zinc Gluconate
Zink Ratiopharm,Zinc Sulphate Monohydrate
Zink Sandoz,Zinc
Zink Verla,Zinc Gluconate
Zinkamin-Falk,Bis(L-Histidinato)zink 2 H2o
Zinkbrause,Zinc Sulphate Monohydrate
Zinkdibenzyldithiocarbamat Smartpractice Europe,Zinc Dibenzyldithiocarbamate
Zinkdiethyldithiocarbamat (Zdec),Zinc Diethyldithiocarbamate
Zinkemulsion,Zinc Oxide
Zink-Injekt N,Zinc Gluconate Trihydrate
Zinkit,Zinc Sulphate Heptahydrate
Zinkit 10,Zinc Sulphate Heptahydrate
Zinköl,Zinc Oxide
Zinkolie,Zinc Oxide
Zinkorot,Zinc Orotate Dihydrate
Zinkorotat-Pos,Zinc Orotate
Zinkotase,Zinc-Bis(Hydrogen-Dl-Aspartate)
Zinkoxid Apodiscounter,Zinc Oxide
Zinkoxid-Creme Sr (Nrf 11.109) / Lotio Zinci Oxidati Sr Pharmazeutisches Kontroll- Und Herstellungslabor,Zinc Oxide
Zinkoxidemulsion,Zinc Oxide
Zinkoxidpaste,Zinc Oxide
Zinkoxidsalbe Abanta Abanta Pharma,Zinc Oxide
Zinkpaste,Zinc Oxide
Zinkpaste Dab,Zinc Oxide
Zinkpaste Weich,Zinc Oxide
Zinksalbe,Zinc Oxide
Zinksalbe Dialon®,Zinc Oxide
Zinksalbe Gegen Windeldermatitis,Zinc Oxide
Zinksalbe Lichtenstein,Zinc Oxide
Zink-Salbe Pharma Aldenhoven,Zinc Oxide
Zinksulfat ”sad”,Zinc Sulphate Heptahydrate
Zink-Trinatrium-Pentetat (Zn-Dtpa) Heyl Chem.-Pharm. Fabrik Gmbh & Co. Kg,Zinc Trisodium Pentetate
Zinkzalf,Zinc Oxide
Zinnat,Cefuroxime
Zinnat,Cefuroxime Axetil
Zinnat,Cefuroxime Sodium
Zinnat Enfants Et Nourrissons,Cefuroxime
Zinn-Ii-Chlorid (Wasserfrei) Smartpractice Europe,Stannous Chloride
Zinnkraut Tee Zur Anwendung Bei Erwachsenen Und Jugendlichen Ab 12 Jahren Salus Haus,Equisetum Stem
