+-------------------+------------+------------+---------------+----------------------------------------+----------------------+
| dep_name          | date       | shift_type | staff_type    | subclass_detail                        | required_staff_count |
| Pulmonology       | 2026-01-01 | night      | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-01 | noon       | administrator | Έκδοση τιμολογίων                      |                    1 |
| Pulmonology       | 2026-01-01 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Pulmonology       | 2026-01-01 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Pulmonology       | 2026-01-01 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-01 | noon       | doctor        | Ουρολογία                              |                    1 |
| Pulmonology       | 2026-01-01 | noon       | nurse         | assistant nurse                        |                    2 |
| Pulmonology       | 2026-01-01 | noon       | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-01 | noon       | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-02 | morning    | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Pulmonology       | 2026-01-02 | morning    | administrator | Οργάνωση γραφείου                      |                    1 |
| Pulmonology       | 2026-01-02 | morning    | doctor        | Ενδοκρινολογία                         |                    1 |
| Pulmonology       | 2026-01-02 | morning    | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-02 | morning    | doctor        | Ψυχιατρική                             |                    1 |
| Pulmonology       | 2026-01-02 | morning    | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-02 | morning    | nurse         | supervisor                             |                    3 |
| Pulmonology       | 2026-01-02 | night      | administrator | Έκδοση τιμολογίων                      |                    1 |
| Pulmonology       | 2026-01-02 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Pulmonology       | 2026-01-02 | night      | doctor        | Παθολογία                              |                    1 |
| Pulmonology       | 2026-01-02 | night      | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-02 | night      | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-02 | night      | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-02 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-02 | night      | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-02 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Pulmonology       | 2026-01-02 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Pulmonology       | 2026-01-02 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-02 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-02 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Pulmonology       | 2026-01-02 | noon       | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-02 | noon       | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-02 | noon       | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-03 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-03 | morning    | administrator | Έκδοση τιμολογίων                      |                    1 |
| Pulmonology       | 2026-01-03 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Pulmonology       | 2026-01-03 | morning    | doctor        | Παθολογία                              |                    1 |
| Pulmonology       | 2026-01-03 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-03 | morning    | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-03 | morning    | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-03 | night      | administrator | Αρχειοθέτηση                           |                    2 |
| Pulmonology       | 2026-01-03 | night      | doctor        | Ακτινολογία                            |                    1 |
| Pulmonology       | 2026-01-03 | night      | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-03 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Pulmonology       | 2026-01-03 | night      | nurse         | assistant nurse                        |                    2 |
| Pulmonology       | 2026-01-03 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-03 | night      | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-03 | noon       | administrator | Έλεγχος εγγράφων                       |                    1 |
| Pulmonology       | 2026-01-03 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Pulmonology       | 2026-01-03 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Pulmonology       | 2026-01-03 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-03 | noon       | doctor        | Ουρολογία                              |                    1 |
| Pulmonology       | 2026-01-03 | noon       | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-03 | noon       | nurse         | nurse                                  |                    4 |
| Pulmonology       | 2026-01-03 | noon       | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-04 | morning    | administrator | Διαχείριση κλήσεων                     |                    1 |
| Pulmonology       | 2026-01-04 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Pulmonology       | 2026-01-04 | morning    | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-04 | morning    | doctor        | Πνευμονολογία                          |                    2 |
| Pulmonology       | 2026-01-04 | morning    | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-04 | morning    | nurse         | nurse                                  |                    2 |
| Pulmonology       | 2026-01-04 | morning    | nurse         | supervisor                             |                    3 |
| Pulmonology       | 2026-01-04 | night      | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-04 | night      | administrator | Έκδοση τιμολογίων                      |                    1 |
| Pulmonology       | 2026-01-04 | night      | doctor        | Αιματολογία                            |                    1 |
| Pulmonology       | 2026-01-04 | night      | doctor        | Παθολογία                              |                    1 |
| Pulmonology       | 2026-01-04 | night      | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-04 | night      | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-04 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-04 | night      | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-04 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Pulmonology       | 2026-01-04 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Pulmonology       | 2026-01-04 | noon       | doctor        | Ενδοκρινολογία                         |                    1 |
| Pulmonology       | 2026-01-04 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-04 | noon       | doctor        | Ψυχιατρική                             |                    1 |
| Pulmonology       | 2026-01-04 | noon       | nurse         | nurse                                  |                    4 |
| Pulmonology       | 2026-01-04 | noon       | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-05 | morning    | administrator | Οργάνωση γραφείου                      |                    1 |
| Pulmonology       | 2026-01-05 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Pulmonology       | 2026-01-05 | morning    | doctor        | Παθολογία                              |                    1 |
| Pulmonology       | 2026-01-05 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-05 | morning    | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-05 | morning    | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-05 | morning    | nurse         | nurse                                  |                    2 |
| Pulmonology       | 2026-01-05 | morning    | nurse         | supervisor                             |                    3 |
| Pulmonology       | 2026-01-05 | night      | administrator | Έλεγχος ταμείου                        |                    2 |
| Pulmonology       | 2026-01-05 | night      | doctor        | Ακτινολογία                            |                    1 |
| Pulmonology       | 2026-01-05 | night      | doctor        | Γυναικολογία                           |                    1 |
| Pulmonology       | 2026-01-05 | night      | doctor        | Ουρολογία                              |                    1 |
| Pulmonology       | 2026-01-05 | night      | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-05 | night      | nurse         | nurse                                  |                    4 |
| Pulmonology       | 2026-01-05 | night      | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-05 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Pulmonology       | 2026-01-05 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Pulmonology       | 2026-01-05 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Pulmonology       | 2026-01-05 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-05 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-05 | noon       | nurse         | nurse                                  |                    4 |
| Pulmonology       | 2026-01-05 | noon       | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-06 | morning    | administrator | Έκδοση τιμολογίων                      |                    2 |
| Pulmonology       | 2026-01-06 | morning    | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-06 | morning    | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-06 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Pulmonology       | 2026-01-06 | morning    | nurse         | assistant nurse                        |                    2 |
| Pulmonology       | 2026-01-06 | morning    | nurse         | nurse                                  |                    2 |
| Pulmonology       | 2026-01-06 | morning    | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-06 | night      | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-06 | night      | administrator | Έλεγχος εγγράφων                       |                    1 |
| Pulmonology       | 2026-01-06 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-06 | night      | doctor        | Ψυχιατρική                             |                    1 |
| Pulmonology       | 2026-01-06 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Pulmonology       | 2026-01-06 | night      | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-06 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-06 | night      | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-06 | noon       | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-06 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Pulmonology       | 2026-01-06 | noon       | doctor        | Ενδοκρινολογία                         |                    1 |
| Pulmonology       | 2026-01-06 | noon       | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-06 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-06 | noon       | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-06 | noon       | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-06 | noon       | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-07 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-07 | morning    | administrator | Διαχείριση κλήσεων                     |                    1 |
| Pulmonology       | 2026-01-07 | morning    | doctor        | Παθολογία                              |                    1 |
| Pulmonology       | 2026-01-07 | morning    | doctor        | Παιδιατρική                            |                    1 |
| Pulmonology       | 2026-01-07 | morning    | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-07 | morning    | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-07 | morning    | nurse         | supervisor                             |                    3 |
| Pulmonology       | 2026-01-07 | night      | administrator | Έκδοση τιμολογίων                      |                    1 |
| Pulmonology       | 2026-01-07 | night      | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Pulmonology       | 2026-01-07 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Pulmonology       | 2026-01-07 | night      | doctor        | Γυναικολογία                           |                    1 |
| Pulmonology       | 2026-01-07 | night      | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-07 | night      | nurse         | assistant nurse                        |                    2 |
| Pulmonology       | 2026-01-07 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-07 | night      | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-07 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Pulmonology       | 2026-01-07 | noon       | administrator | Υποδοχή κοινού                         |                    1 |
| Pulmonology       | 2026-01-07 | noon       | doctor        | Παιδιατρική                            |                    2 |
| Pulmonology       | 2026-01-07 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-07 | noon       | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-07 | noon       | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-07 | noon       | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-08 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Pulmonology       | 2026-01-08 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Pulmonology       | 2026-01-08 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Pulmonology       | 2026-01-08 | morning    | doctor        | Ουρολογία                              |                    1 |
| Pulmonology       | 2026-01-08 | morning    | doctor        | Χειρουργική                            |                    1 |
| Pulmonology       | 2026-01-08 | morning    | nurse         | nurse                                  |                    5 |
| Pulmonology       | 2026-01-08 | morning    | nurse         | supervisor                             |                    1 |
| Pulmonology       | 2026-01-08 | night      | administrator | Διαχείριση υλικών                      |                    1 |
| Pulmonology       | 2026-01-08 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Pulmonology       | 2026-01-08 | night      | doctor        | Ενδοκρινολογία                         |                    1 |
| Pulmonology       | 2026-01-08 | night      | doctor        | Πνευμονολογία                          |                    2 |
| Pulmonology       | 2026-01-08 | night      | nurse         | assistant nurse                        |                    1 |
| Pulmonology       | 2026-01-08 | night      | nurse         | nurse                                  |                    3 |
| Pulmonology       | 2026-01-08 | night      | nurse         | supervisor                             |                    2 |
| Pulmonology       | 2026-01-08 | noon       | administrator | Κλείσιμο ραντεβού                      |                    1 |
| Pulmonology       | 2026-01-08 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Pulmonology       | 2026-01-08 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Pulmonology       | 2026-01-08 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Pulmonology       | 2026-01-08 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Pulmonology       | 2026-01-08 | noon       | nurse         | assistant nurse                        |                    2 |
| Pulmonology       | 2026-01-08 | noon       | nurse         | nurse                                  |                    2 |
| Pulmonology       | 2026-01-08 | noon       | nurse         | supervisor                             |                    2 |
| Radiology         | 2026-01-01 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-01 | morning    | administrator | Οργάνωση γραφείου                      |                    1 |
| Radiology         | 2026-01-01 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-01 | morning    | doctor        | Γαστρεντερολογία                       |                    1 |
| Radiology         | 2026-01-01 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Radiology         | 2026-01-01 | morning    | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-01 | morning    | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-01 | morning    | nurse         | supervisor                             |                    2 |
| Radiology         | 2026-01-01 | night      | administrator | Έκδοση εξιτηρίων                       |                    2 |
| Radiology         | 2026-01-01 | night      | doctor        | Γενική Ιατρική                         |                    1 |
| Radiology         | 2026-01-01 | night      | doctor        | Δερματολογία                           |                    1 |
| Radiology         | 2026-01-01 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Radiology         | 2026-01-01 | night      | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-01 | night      | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-01 | noon       | administrator | Διαχείριση υλικών                      |                    1 |
| Radiology         | 2026-01-01 | noon       | administrator | Έλεγχος μισθών                         |                    1 |
| Radiology         | 2026-01-01 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-01 | noon       | doctor        | Νευρολογία                             |                    1 |
| Radiology         | 2026-01-01 | noon       | doctor        | Χειρουργική                            |                    1 |
| Radiology         | 2026-01-01 | noon       | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-01 | noon       | nurse         | nurse                                  |                    2 |
| Radiology         | 2026-01-01 | noon       | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-02 | morning    | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Radiology         | 2026-01-02 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Radiology         | 2026-01-02 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-02 | morning    | doctor        | Ορθοπεδική                             |                    1 |
| Radiology         | 2026-01-02 | morning    | doctor        | Ψυχιατρική                             |                    1 |
| Radiology         | 2026-01-02 | morning    | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-02 | morning    | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-02 | morning    | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-02 | night      | administrator | Αρχειοθέτηση                           |                    1 |
| Radiology         | 2026-01-02 | night      | administrator | Υποδοχή κοινού                         |                    1 |
| Radiology         | 2026-01-02 | night      | doctor        | Γυναικολογία                           |                    1 |
| Radiology         | 2026-01-02 | night      | doctor        | Καρδιολογία                            |                    1 |
| Radiology         | 2026-01-02 | night      | doctor        | Πνευμονολογία                          |                    1 |
| Radiology         | 2026-01-02 | night      | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-02 | night      | nurse         | nurse                                  |                    4 |
| Radiology         | 2026-01-02 | night      | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-02 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-02 | noon       | administrator | Παραγγελίες                            |                    1 |
| Radiology         | 2026-01-02 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-02 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Radiology         | 2026-01-02 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Radiology         | 2026-01-02 | noon       | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-02 | noon       | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-02 | noon       | nurse         | supervisor                             |                    4 |
| Radiology         | 2026-01-03 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-03 | morning    | administrator | Παραγγελίες                            |                    1 |
| Radiology         | 2026-01-03 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-03 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Radiology         | 2026-01-03 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Radiology         | 2026-01-03 | morning    | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-03 | morning    | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-03 | night      | administrator | Έλεγχος εγγράφων                       |                    1 |
| Radiology         | 2026-01-03 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-03 | night      | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-03 | night      | doctor        | Γυναικολογία                           |                    1 |
| Radiology         | 2026-01-03 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Radiology         | 2026-01-03 | night      | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-03 | night      | nurse         | nurse                                  |                    4 |
| Radiology         | 2026-01-03 | night      | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-03 | noon       | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Radiology         | 2026-01-03 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Radiology         | 2026-01-03 | noon       | doctor        | Παθολογία                              |                    1 |
| Radiology         | 2026-01-03 | noon       | doctor        | Χειρουργική                            |                    2 |
| Radiology         | 2026-01-03 | noon       | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-03 | noon       | nurse         | nurse                                  |                    2 |
| Radiology         | 2026-01-03 | noon       | nurse         | supervisor                             |                    2 |
| Radiology         | 2026-01-04 | morning    | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Radiology         | 2026-01-04 | morning    | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Radiology         | 2026-01-04 | morning    | doctor        | Δερματολογία                           |                    1 |
| Radiology         | 2026-01-04 | morning    | doctor        | Νευρολογία                             |                    1 |
| Radiology         | 2026-01-04 | morning    | doctor        | Οφθαλμολογία                           |                    1 |
| Radiology         | 2026-01-04 | morning    | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-04 | morning    | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-04 | morning    | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-04 | night      | administrator | Διαχείριση υλικών                      |                    1 |
| Radiology         | 2026-01-04 | night      | administrator | Έλεγχος μισθών                         |                    1 |
| Radiology         | 2026-01-04 | night      | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-04 | night      | doctor        | Καρδιολογία                            |                    1 |
| Radiology         | 2026-01-04 | night      | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Radiology         | 2026-01-04 | night      | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-04 | night      | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-04 | night      | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-04 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-04 | noon       | administrator | Οργάνωση γραφείου                      |                    1 |
| Radiology         | 2026-01-04 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Radiology         | 2026-01-04 | noon       | doctor        | Γενική Ιατρική                         |                    1 |
| Radiology         | 2026-01-04 | noon       | doctor        | Ορθοπεδική                             |                    1 |
| Radiology         | 2026-01-04 | noon       | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-04 | noon       | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-05 | morning    | administrator | Έκδοση εξιτηρίων                       |                    2 |
| Radiology         | 2026-01-05 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-05 | morning    | doctor        | Γυναικολογία                           |                    1 |
| Radiology         | 2026-01-05 | morning    | doctor        | Πνευμονολογία                          |                    1 |
| Radiology         | 2026-01-05 | morning    | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-05 | morning    | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-05 | morning    | nurse         | supervisor                             |                    4 |
| Radiology         | 2026-01-05 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-05 | night      | administrator | Παραγγελίες                            |                    1 |
| Radiology         | 2026-01-05 | night      | doctor        | Γυναικολογία                           |                    1 |
| Radiology         | 2026-01-05 | night      | doctor        | Χειρουργική                            |                    2 |
| Radiology         | 2026-01-05 | night      | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-05 | night      | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-05 | night      | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-05 | noon       | administrator | Έκδοση εξιτηρίων                       |                    1 |
| Radiology         | 2026-01-05 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Radiology         | 2026-01-05 | noon       | doctor        | Οφθαλμολογία                           |                    2 |
| Radiology         | 2026-01-05 | noon       | doctor        | Παθολογία                              |                    1 |
| Radiology         | 2026-01-05 | noon       | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-05 | noon       | nurse         | nurse                                  |                    2 |
| Radiology         | 2026-01-05 | noon       | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-06 | morning    | administrator | Αρχειοθέτηση                           |                    1 |
| Radiology         | 2026-01-06 | morning    | administrator | Υποδοχή κοινού                         |                    1 |
| Radiology         | 2026-01-06 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-06 | morning    | doctor        | Νευρολογία                             |                    1 |
| Radiology         | 2026-01-06 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Radiology         | 2026-01-06 | morning    | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-06 | morning    | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-06 | morning    | nurse         | supervisor                             |                    4 |
| Radiology         | 2026-01-06 | night      | administrator | Έλεγχος εισαγωγών                      |                    1 |
| Radiology         | 2026-01-06 | night      | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Radiology         | 2026-01-06 | night      | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-06 | night      | doctor        | Γαστρεντερολογία                       |                    1 |
| Radiology         | 2026-01-06 | night      | doctor        | Ορθοπεδική                             |                    1 |
| Radiology         | 2026-01-06 | night      | nurse         | assistant nurse                        |                    2 |
| Radiology         | 2026-01-06 | night      | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-06 | night      | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-06 | noon       | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-06 | noon       | administrator | Παραγγελίες                            |                    1 |
| Radiology         | 2026-01-06 | noon       | doctor        | Γενική Ιατρική                         |                    1 |
| Radiology         | 2026-01-06 | noon       | doctor        | Δερματολογία                           |                    1 |
| Radiology         | 2026-01-06 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Radiology         | 2026-01-06 | noon       | nurse         | assistant nurse                        |                    1 |
| Radiology         | 2026-01-06 | noon       | nurse         | nurse                                  |                    4 |
| Radiology         | 2026-01-06 | noon       | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-07 | morning    | administrator | Έλεγχος εγγράφων                       |                    1 |
| Radiology         | 2026-01-07 | morning    | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-07 | morning    | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-07 | morning    | doctor        | Καρδιολογία                            |                    1 |
| Radiology         | 2026-01-07 | morning    | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
| Radiology         | 2026-01-07 | morning    | nurse         | nurse                                  |                    3 |
| Radiology         | 2026-01-07 | morning    | nurse         | supervisor                             |                    3 |
| Radiology         | 2026-01-07 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Radiology         | 2026-01-07 | night      | administrator | Οργάνωση γραφείου                      |                    1 |
| Radiology         | 2026-01-07 | night      | doctor        | Οφθαλμολογία                           |                    2 |
| Radiology         | 2026-01-07 | night      | doctor        | Παθολογία                              |                    1 |
| Radiology         | 2026-01-07 | night      | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-07 | night      | nurse         | nurse                                  |                    2 |
| Radiology         | 2026-01-07 | night      | nurse         | supervisor                             |                    1 |
| Radiology         | 2026-01-07 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Radiology         | 2026-01-07 | noon       | administrator | Επικοινωνία ΕΟΠΥΥ                      |                    1 |
| Radiology         | 2026-01-07 | noon       | doctor        | Ακτινολογία                            |                    1 |
| Radiology         | 2026-01-07 | noon       | doctor        | Γυναικολογία                           |                    1 |
| Radiology         | 2026-01-07 | noon       | doctor        | Πνευμονολογία                          |                    1 |
| Radiology         | 2026-01-07 | noon       | nurse         | assistant nurse                        |                    3 |
| Radiology         | 2026-01-07 | noon       | nurse         | nurse                                  |                    1 |
| Radiology         | 2026-01-07 | noon       | nurse         | supervisor                             |                    2 |
